,AUTHOR,TITLE,GENRE,PUB_DATE,ISBN,FILE_NAME
1417,Diane Dreher,The Tao of Inner Peace,Nonfiction,2000-11-01,9780452281998,1417.txt
1418,"Erica Bauermeister, Holly Smith",Let's Hear It for the Girls,Nonfiction,1997-03-01,9780140257328,1418.txt
1419,Denis Leary,No Cure for Cancer,Humor,1992-10-16,9780385425810,1419.txt
1420,Peter Hoeg,Smilla's Sense of Snow,Fiction,1995-10-01,9780385315142,1420.txt
1421,Eugene H. Peterson,As Kingfishers Catch Fire,Nonfiction,2017-05-16,9781601429674,1421.txt
1422,Ann Nocenti,Someplace Strange,Fiction,2014-04-29,9781630080020,1422.txt
1423,Nichole Christoff,The Kill Box,Fiction,2015-10-20,9781101883020,1423.txt
1424,Eric Luper,Ben's Ultra-Secret Files,Children’s Books,2017-10-17,9780515159257,1424.txt
1425,Abbe Prevost,Manon Lescaut,Classics,1992-04-01,9780140445596,1425.txt
1426,Andrew Ross Sorkin,Too Big to Fail,Nonfiction,2010-09-07,9780143118244,1426.txt
1427,Leonard Peikoff,Objective Communication,Nonfiction,2013-09-03,9780451418159,1427.txt
1428,Diana Quincy,Spy Fall,Fiction,2016-05-10,9780425286388,1428.txt
1429,Alistair Horne,Seven Ages of Paris,Nonfiction,2004-04-13,9781400034468,1429.txt
1430,Kent Haruf,Where You Once Belonged,Fiction,2000-03-21,9780375708701,1430.txt
1431,DK,Encyclopedia of Science,Children’s Books,2006-11-20,9780756622206,1431.txt
1432,Coy Bowles,When You're Feeling Sick,Children’s Books,2017-01-10,9780399552861,1432.txt
1433,Tara K. Harper,Grayheart,Fiction,2003-08-27,9781415911709,1433.txt
1434,Dolores A. Mize Ph.D.,The Complete Idiot's Guide to Going Back to College,Nonfiction,2007-01-02,9781440696930,1434.txt
1435,Christina Dodd,Into the Flame,Fiction,2008-08-05,9780451224668,1435.txt
1436,Sophie Calle,Sophie Calle,Nonfiction,2016-11-18,9783791382043,1436.txt
1437,"Donald S. Lopez, Sr.",Into the Teeth of the Tiger,Nonfiction,1997-09-17,9781560987529,1437.txt
1438,Robbie Castleman,King David,Nonfiction,2000-03-07,9780877881650,1438.txt
1439,WaterBrook,30 Days to Peace,Nonfiction,2017-10-17,9780735290839,1439.txt
1440,Haruki Murakami,Kafka on the Shore,Fiction,2006-01-03,9781400079278,1440.txt
1441,Gil Fronsdal,The Buddha before Buddhism,Nonfiction,2016-11-29,9781611803242,1441.txt
1442,Sabrina York,Cowboy to Command,Fiction,2016-10-18,9780451488206,1442.txt
1443,Melanie Benjamin,Alice I Have Been,Fiction,2010-12-21,9780385344142,1443.txt
1444,Virginia Hamilton,Many Thousand Gone,Children’s Books,1995-12-12,9780679879367,1444.txt
1445,Rupert Sheldrake,Dogs That Know When Their Owners Are Coming Home,Nonfiction,2011-04-26,9780307885968,1445.txt
1446,Ruth Rendell,The Fallen Curtain,Fiction,2001-01-09,9780375704925,1446.txt
1447,Jon Sharpe,The Trailsman #390,Fiction,2014-04-01,9780451467942,1447.txt
1448,Jill Esbaum,Animal Groups,Children’s Books,2015-08-04,9781426320606,1448.txt
1449,Barry Crimmins,Never Shake Hands with a War Criminal,Humor,2004-11-02,9781583226605,1449.txt
1450,Lora Leigh,Too Hot to Touch,Fiction,2015-10-06,9780698183995,1450.txt
1451,DK,World War II: Visual Encyclopedia,Children’s Books,2015-08-04,9781465440273,1451.txt
1452,Jennifer McLagan,Bitter,Nonfiction,2014-09-16,9781607745167,1452.txt
1453,Madalena Matoso,"Clap, Clap!",Children’s Books,2016-04-12,9781909263826,1453.txt
1454,James Hillman,The Force of Character,Nonfiction,2000-07-05,9780345424051,1454.txt
1455,Laura Childs,The Jasmine Moon Murder,Fiction,2005-08-02,9780425199862,1455.txt
1456,Bernard Tschumi,The State of Architecture at the Beginning of the 21st Century,Nonfiction,2004-01-30,9781580931342,1456.txt
1457,Jeff Lindsay,Dexter in the Dark,Fiction,2008-09-02,9780307276735,1457.txt
1458,Anna Jane Hays,Silly Sara: A Phonics Reader,Children’s Books,2002-01-22,9780375812316,1458.txt
1459,David Fulk,Raising Rufus,Children’s Books,2015-06-09,9780385390729,1459.txt
1460,Svetlana Broz,Good People in an Evil Time,Nonfiction,2005-01-17,9781590511961,1460.txt
1461,Liz Wu,Rosa Farm,Children’s Books,2009-04-02,9780307490308,1461.txt
1462,Lucy Cousins,Maisy Drives the Bus,Children’s Books,2000-05-01,9780763610852,1462.txt
1463,Catherine Ryan Hyde,Love in the Present Tense,Fiction,2007-07-10,9780307276711,1463.txt
1464,"Lawrence G. McDonald, Patrick Robinson",A Colossal Failure of Common Sense,Nonfiction,2010-10-12,9780307588340,1464.txt
1465,Jon Sharpe,The Trailsman (Giant): Desert Duel,Fiction,2007-02-06,9781101007563,1465.txt
1466,Kathleen Weidner Zoehfeld,School of Dragons #1: Volcano Escape! (DreamWorks Dragons),Children’s Books,2016-09-06,9781101933374,1466.txt
1467,Cormac McCarthy,The Crossing,Fiction,1995-03-14,9780679760849,1467.txt
1468,John Bowker,World Religions,Nonfiction,2006-02-20,9780756617721,1468.txt
1469,Ed Greenwood,Dungeons & Dragons: Forgotten Realms,Fiction,2013-01-15,9781613775097,1469.txt
1470,Janet Stevens,Coyote Steals the Blanket,Children’s Books,1993-01-01,9780823411290,1470.txt
1471,"Henry Hampton, Steve Fayer",Voices of Freedom,Nonfiction,1991-02-01,9780553352320,1471.txt
1472,David Ezra Stein,Leaves,Children’s Books,2007-08-16,9780399246364,1472.txt
1473,"Debra Fulghum Bruce, Murray Grossan",The Sinus Cure,Nonfiction,2007-04-10,9780345496027,1473.txt
1474,Kirsten Mayer,Dude-It-Yourself Adventure Journal,Children’s Books,2012-10-11,9780843172447,1474.txt
1475,Donna Jo Napoli,The Magic Circle,Children’s Books,1995-06-01,9780140374391,1475.txt
1476,Daniel R. Solin,The Smartest Retirement Book You'll Ever Read,Nonfiction,2010-07-27,9780399536342,1476.txt
1477,DK Travel,Top 10 New England,Nonfiction,2017-07-18,9781465460219,1477.txt
1478,June Gray,Capture,Fiction,2013-05-28,9780698149823,1478.txt
1479,Shannon Burke,Into the Savage Country,Fiction,2016-02-09,9780804169844,1479.txt
1480,Barry Broadfoot,Next Year Country,Nonfiction,2013-07-23,9781551995052,1480.txt
1481,Elizabeth Dowsett,DK Readers L3: LEGO Star Wars: Revenge of the Sith,Children’s Books,2013-06-17,9781465408693,1481.txt
1482,DK,Ultimate Sticker Book: Bulldozer,Children’s Books,2004-08-23,9780756605636,1482.txt
1483,James X. Mullen,Simple Art of Greatness,Nonfiction,2008-09-17,9781598877168,1483.txt
1484,Salvatore Rubbino,A Walk in London,Children’s Books,2011-03-22,9780763652722,1484.txt
1485,Jason F. Wright,The Wednesday Letters,Fiction,2008-08-26,9780425223475,1485.txt
1486,Lurlene McDaniel,The Legacy: Making Wishes Come True,Teen & Young Adult,2010-10-27,9780307776358,1486.txt
1487,Anne M. Fletcher,Inside Rehab,Nonfiction,2013-12-31,9780143124368,1487.txt
1488,DK Travel,Top 10 Corfu & the Ionian Islands,Nonfiction,2018-06-19,9781465469120,1488.txt
1489,Stephen Hawking,Black Holes,Nonfiction,2016-08-23,9780399179006,1489.txt
1490,"Sam Stall, Lou Harry, Julia Spalding",The Encyclopedia of Guilty Pleasures,Nonfiction,2004-09-01,9781931686549,1490.txt
1491,Fernanda Eberstadt,Rat,Fiction,2011-03-22,9780307472397,1491.txt
1492,Elizabeth G. Hainstock,The Essential Montessori,Nonfiction,1997-04-01,9780452277960,1492.txt
1493,Iris Johansen,Last Bridge Home,Fiction,1992-08-01,9780553298710,1493.txt
1494,Linda Reilly,A Frying Shame,Fiction,2017-04-04,9780425274156,1494.txt
1495,Gershom Scholem,Greetings From Angelus,Poetry,2018-02-27,9780914671978,1495.txt
1496,Candlewick Press,Peppa Pig's Pop-up Princess Castle,Children’s Books,2017-09-12,9780763697341,1496.txt
1497,Roberto Mangabeira Unger,What Should the Left Propose?,Nonfiction,2006-03-17,9781844670482,1497.txt
1498,Sergei Prokofiev,Peter and the Wolf,Children’s Books,1986-09-02,9780140506334,1498.txt
1499,"Harvey Pekar, Heather Roberson",Macedonia,Humor,2007-06-26,9780345498991,1499.txt
